unit_id,qc_result,rework_flag,downtime_minutes,rework_reason
G-017365,Pass,0,0,
G-017366,Pass,0,0,
G-017367,Pass,0,1,
G-017368,Fail,1,23,Machine Malfunction
G-017369,Pass,0,3,
G-017370,Pass,0,1,
G-017371,Fail,1,43,Design / Specification Issue
G-017372,Fail,1,48,Machine Malfunction
G-017373,Pass,0,1,
G-017374,Pass,0,1,
G-017375,Pass,0,1,
G-017376,Fail,1,29,Machine Malfunction
G-017377,Fail,1,22,Incorrect dimensions
G-017378,Fail,1,35,Incorrect dimensions
G-017379,Pass,0,1,
G-017380,Pass,0,2,
G-017381,Pass,0,1,
G-017382,Pass,0,3,
G-017383,Pass,0,3,
G-017384,Pass,0,2,
G-017385,Pass,0,2,
G-017386,Pass,0,3,
G-017387,Pass,0,2,
G-017388,Pass,0,2,
G-017389,Pass,0,2,
G-017390,Fail,1,42,Edge chip
G-017391,Pass,0,3,
G-017392,Pass,0,3,
G-017393,Pass,0,1,
G-017394,Pass,0,0,
G-017395,Fail,1,60,Edge chip
G-017396,Pass,0,2,
G-017397,Fail,1,47,Incorrect dimensions
G-017398,Pass,0,1,
G-017399,Pass,0,3,
G-017400,Pass,0,2,
G-017401,Fail,1,54,Machine Malfunction
G-017402,Pass,0,3,
G-017403,Fail,1,54,Machine Malfunction
G-017404,Pass,0,1,
G-017405,Pass,0,2,
G-017406,Pass,0,0,
G-017407,Pass,0,2,
G-017408,Pass,0,2,
G-017409,Pass,0,1,
G-017410,Fail,1,59,Edge chip
G-017411,Pass,0,1,
G-017412,Pass,0,3,
G-017413,Pass,0,0,
G-017414,Pass,0,3,
G-017415,Pass,0,2,
G-017416,Pass,0,1,
G-017417,Pass,0,3,
G-017418,Pass,0,3,
G-017419,Fail,1,20,Incorrect dimensions
G-017420,Fail,1,41,Incorrect dimensions
G-017421,Fail,1,20,Edge chip
G-017422,Pass,0,1,
G-017423,Pass,0,2,
G-017424,Pass,0,2,
G-017425,Pass,0,0,
G-017426,Pass,0,2,
G-017427,Pass,0,0,
G-017428,Pass,0,1,
G-017429,Pass,0,2,
G-017430,Pass,0,3,
G-017431,Pass,0,3,
G-017432,Fail,1,48,Design / Specification Issue
G-017433,Pass,0,0,
G-017434,Fail,1,44,Material Defect
G-017435,Fail,1,20,Design / Specification Issue
G-017436,Pass,0,1,
G-017437,Pass,0,3,
G-017438,Pass,0,2,
G-017439,Pass,0,2,
G-017440,Pass,0,3,
G-017441,Pass,0,0,
G-017442,Fail,1,59,Incorrect dimensions
G-017443,Pass,0,1,
G-017444,Pass,0,1,
G-017445,Pass,0,1,
G-017446,Pass,0,1,
G-017447,Pass,0,3,
G-017448,Fail,1,41,Edge chip
G-017449,Pass,0,0,
G-017450,Pass,0,1,
G-017451,Pass,0,3,
G-017452,Pass,0,1,
G-017453,Fail,1,53,Incorrect dimensions
G-017454,Pass,0,0,
G-017455,Fail,1,24,Incorrect dimensions
G-017456,Pass,0,1,
G-017457,Pass,0,0,
G-017458,Pass,0,0,
G-017459,Pass,0,1,
G-017460,Pass,0,3,
G-017461,Pass,0,1,
G-017462,Pass,0,2,
G-017463,Pass,0,1,
G-017464,Fail,1,41,Edge chip
G-017465,Fail,1,28,Incorrect dimensions
G-017466,Fail,1,55,Incorrect dimensions
G-017467,Pass,0,1,
G-017468,Pass,0,0,
G-017469,Pass,0,0,
G-017470,Pass,0,0,
G-017471,Pass,0,3,
G-017472,Pass,0,1,
G-017473,Pass,0,1,
G-017474,Pass,0,1,
G-017475,Pass,0,3,
G-017476,Pass,0,1,
G-017477,Pass,0,1,
G-017478,Pass,0,0,
G-017479,Pass,0,0,
G-017480,Pass,0,0,
G-017481,Pass,0,0,
G-017482,Pass,0,0,
G-017483,Pass,0,1,
G-017484,Pass,0,3,
G-017485,Pass,0,0,
G-017486,Fail,1,30,Machine Malfunction
G-017487,Fail,1,30,Machine Malfunction
G-017488,Pass,0,2,
G-017489,Pass,0,0,
G-017490,Fail,1,42,Machine Malfunction
G-017491,Pass,0,1,
G-017492,Pass,0,0,
G-017493,Fail,1,24,Design / Specification Issue
G-017494,Fail,1,42,Machine Malfunction
G-017495,Pass,0,0,
G-017496,Pass,0,2,
G-017497,Pass,0,0,
G-017498,Pass,0,0,
G-017499,Pass,0,1,
G-017500,Pass,0,2,
G-017501,Pass,0,2,
G-017502,Pass,0,2,
G-017503,Pass,0,0,
G-017504,Pass,0,3,
G-017505,Pass,0,3,
G-017506,Pass,0,2,
G-017507,Fail,1,30,Edge chip
G-017508,Pass,0,1,
G-017509,Pass,0,1,
G-017510,Fail,1,41,Incorrect dimensions
G-017511,Pass,0,2,
G-017512,Pass,0,0,
G-017513,Fail,1,20,Edge chip
G-017514,Pass,0,3,
G-017515,Pass,0,2,
G-017516,Pass,0,3,
G-017517,Pass,0,2,
G-017518,Pass,0,2,
G-017519,Pass,0,3,
G-017520,Pass,0,1,
G-017521,Fail,1,52,Machine Malfunction
G-017522,Fail,1,59,Machine Malfunction
G-017523,Pass,0,3,
G-017524,Pass,0,0,
G-017525,Fail,1,40,Machine Malfunction
G-017526,Fail,1,53,Machine Malfunction
G-017527,Fail,1,25,Incorrect dimensions
G-017528,Pass,0,0,
G-017529,Pass,0,1,
G-017530,Pass,0,2,
G-017531,Pass,0,0,
G-017532,Fail,1,20,Incorrect dimensions
G-017533,Pass,0,3,
G-017534,Pass,0,1,
G-017535,Fail,1,26,Edge chip
G-017536,Pass,0,2,
G-017537,Pass,0,1,
G-017538,Fail,1,27,Design / Specification Issue
G-017539,Pass,0,0,
G-017540,Fail,1,27,Incorrect dimensions
G-017541,Pass,0,0,
G-017542,Pass,0,0,
G-017543,Pass,0,0,
G-017544,Pass,0,0,
G-017545,Fail,1,28,Edge chip
G-017546,Pass,0,1,
G-017547,Fail,1,48,Incorrect dimensions
G-017548,Pass,0,1,
G-017549,Pass,0,3,
G-017550,Pass,0,3,
G-017551,Fail,1,33,Edge chip
G-017552,Pass,0,3,
G-017553,Pass,0,2,
G-017554,Fail,1,54,Incorrect dimensions
G-017555,Pass,0,2,
G-017556,Fail,1,21,Incorrect dimensions
G-017557,Fail,1,48,Material Defect
G-017558,Pass,0,2,
G-017559,Pass,0,0,
G-017560,Fail,1,28,Incorrect dimensions
G-017561,Fail,1,56,Material Defect
G-017562,Pass,0,3,
G-017563,Pass,0,1,
G-017564,Pass,0,1,
G-017565,Pass,0,3,
G-017566,Pass,0,0,
G-017567,Fail,1,44,Edge chip
G-017568,Pass,0,1,
G-017569,Pass,0,3,
G-017570,Fail,1,24,Incorrect dimensions
G-017571,Pass,0,1,
G-017572,Pass,0,0,
G-017573,Pass,0,3,
G-017574,Pass,0,1,
G-017575,Pass,0,1,
G-017576,Pass,0,1,
G-017577,Pass,0,2,
G-017578,Fail,1,22,Edge chip
G-017579,Pass,0,2,
G-017580,Fail,1,23,Incorrect dimensions
G-017581,Fail,1,34,Edge chip
G-017582,Pass,0,2,
G-017583,Fail,1,47,Incorrect dimensions
G-017584,Pass,0,1,
G-017585,Pass,0,0,
G-017586,Pass,0,3,
G-017587,Pass,0,0,
G-017588,Fail,1,42,Incorrect dimensions
G-017589,Pass,0,3,
G-017590,Pass,0,2,
G-017591,Pass,0,1,
G-017592,Fail,1,58,Edge chip
G-017593,Fail,1,32,Edge chip
G-017594,Pass,0,0,
G-017595,Pass,0,1,
G-017596,Fail,1,44,Incorrect dimensions
G-017597,Pass,0,1,
G-017598,Pass,0,0,
G-017599,Pass,0,3,
G-017600,Pass,0,2,
G-017601,Pass,0,0,
G-017602,Pass,0,0,
G-017603,Fail,1,26,Edge chip
G-017604,Fail,1,51,Edge chip
G-017605,Fail,1,43,Design / Specification Issue
G-017606,Pass,0,0,
G-017607,Pass,0,0,
G-017608,Fail,1,47,Design / Specification Issue
G-017609,Pass,0,0,
G-017610,Pass,0,1,
G-017611,Pass,0,3,
G-017612,Pass,0,1,
G-017613,Pass,0,3,
G-017614,Fail,1,59,Machine Malfunction
G-017615,Pass,0,3,
G-017616,Pass,0,2,
G-017617,Pass,0,0,
G-017618,Fail,1,40,Incorrect dimensions
G-017619,Pass,0,3,
G-017620,Pass,0,3,
G-017621,Pass,0,3,
G-017622,Fail,1,24,Design / Specification Issue
G-017623,Fail,1,42,Incorrect dimensions
G-017624,Pass,0,2,
G-017625,Pass,0,2,
G-017626,Fail,1,38,Incorrect dimensions
G-017627,Pass,0,1,
G-017628,Fail,1,51,Edge chip
G-017629,Fail,1,27,Edge chip
G-017630,Pass,0,3,
G-017631,Fail,1,23,Incorrect dimensions
G-017632,Fail,1,26,Edge chip
G-017633,Fail,1,21,Edge chip
G-017634,Pass,0,1,
G-017635,Pass,0,1,
G-017636,Pass,0,3,
G-017637,Pass,0,3,
G-017638,Pass,0,2,
G-017639,Pass,0,2,
G-017640,Fail,1,20,Design / Specification Issue
G-017641,Pass,0,2,
G-017642,Pass,0,1,
G-017643,Pass,0,1,
G-017644,Pass,0,3,
G-017645,Fail,1,42,Machine Malfunction
G-017646,Pass,0,0,
G-017647,Pass,0,1,
G-017648,Pass,0,2,
G-017649,Pass,0,2,
G-017650,Fail,1,34,Incorrect dimensions
G-017651,Fail,1,50,Edge chip
G-017652,Fail,1,58,Edge chip
G-017653,Pass,0,2,
G-017654,Pass,0,1,
G-017655,Pass,0,0,
G-017656,Pass,0,3,
G-017657,Fail,1,32,Incorrect dimensions
G-017658,Fail,1,34,Edge chip
G-017659,Fail,1,22,Incorrect dimensions
G-017660,Pass,0,3,
G-017661,Pass,0,0,
G-017662,Fail,1,39,Edge chip
G-017663,Pass,0,0,
G-017664,Fail,1,26,Edge chip
G-017665,Fail,1,52,Incorrect dimensions
G-017666,Pass,0,2,
G-017667,Pass,0,2,
G-017668,Pass,0,2,
G-017669,Pass,0,3,
G-017670,Pass,0,1,
G-017671,Pass,0,2,
G-017672,Fail,1,26,Incorrect dimensions
G-017673,Fail,1,27,Edge chip
G-017674,Pass,0,1,
G-017675,Pass,0,3,
G-017676,Pass,0,3,
G-017677,Pass,0,2,
G-017678,Pass,0,2,
G-017679,Fail,1,59,Edge chip
G-017680,Pass,0,2,
G-017681,Pass,0,3,
G-017682,Pass,0,0,
G-017683,Fail,1,60,Incorrect dimensions
G-017684,Fail,1,45,Edge chip
G-017685,Pass,0,2,
G-017686,Fail,1,33,Edge chip
G-017687,Pass,0,2,
G-017688,Fail,1,39,Edge chip
G-017689,Pass,0,1,
G-017690,Pass,0,1,
G-017691,Fail,1,43,Incorrect dimensions
G-017692,Pass,0,0,
G-017693,Fail,1,32,Contamination
G-017694,Pass,0,1,
G-017695,Pass,0,3,
G-017696,Pass,0,2,
G-017697,Pass,0,2,
G-017698,Pass,0,1,
G-017699,Pass,0,2,
G-017700,Fail,1,43,Incorrect dimensions
G-017701,Pass,0,0,
G-017702,Pass,0,0,
G-017703,Pass,0,3,
G-017704,Pass,0,1,
G-017705,Pass,0,3,
G-017706,Pass,0,3,
G-017707,Pass,0,0,
G-017708,Fail,1,54,Edge chip
G-017709,Pass,0,3,
G-017710,Pass,0,3,
G-017711,Pass,0,0,
G-017712,Pass,0,3,
G-017713,Pass,0,2,
G-017714,Pass,0,2,
G-017715,Fail,1,33,Incorrect dimensions
G-017716,Fail,1,39,Edge chip
G-017717,Fail,1,28,Edge chip
G-017718,Fail,1,43,Edge chip
G-017719,Pass,0,1,
G-017720,Pass,0,3,
G-017721,Fail,1,31,Incorrect dimensions
G-017722,Pass,0,2,
G-017723,Pass,0,0,
G-017724,Pass,0,0,
G-017725,Pass,0,2,
G-017726,Pass,0,0,
G-017727,Fail,1,52,Machine Malfunction
G-017728,Fail,1,20,Machine Malfunction
G-017729,Pass,0,1,
G-017730,Pass,0,1,
G-017731,Pass,0,0,
G-017732,Pass,0,0,
G-017733,Fail,1,29,Material Defect
G-017734,Pass,0,3,
G-017735,Pass,0,1,
G-017736,Fail,1,31,Machine Malfunction
G-017737,Pass,0,2,
G-017738,Fail,1,54,Incorrect dimensions
G-017739,Pass,0,3,
G-017740,Pass,0,0,
G-017741,Pass,0,0,
G-017742,Fail,1,56,Contamination
G-017743,Pass,0,1,
G-017744,Pass,0,2,
G-017745,Pass,0,2,
G-017746,Fail,1,58,Incorrect dimensions
G-017747,Pass,0,0,
G-017748,Pass,0,2,
G-017749,Pass,0,0,
G-017750,Fail,1,50,Edge chip
G-017751,Pass,0,2,
G-017752,Fail,1,45,Edge chip
G-017753,Fail,1,37,Incorrect dimensions
G-017754,Pass,0,1,
G-017755,Pass,0,0,
G-017756,Pass,0,3,
G-017757,Pass,0,1,
G-017758,Pass,0,2,
G-017759,Pass,0,1,
G-017760,Pass,0,3,
G-017761,Pass,0,2,
G-017762,Pass,0,1,
G-017763,Pass,0,0,
G-017764,Pass,0,1,
G-017765,Pass,0,0,
G-017766,Fail,1,44,Machine Malfunction
G-017767,Fail,1,52,Edge chip
G-017768,Pass,0,1,
G-017769,Pass,0,0,
G-017770,Fail,1,57,Edge chip
G-017771,Pass,0,0,
G-017772,Pass,0,1,
G-017773,Pass,0,2,
G-017774,Pass,0,0,
G-017775,Fail,1,60,Incorrect dimensions
G-017776,Pass,0,3,
G-017777,Pass,0,1,
G-017778,Fail,1,49,Incorrect dimensions
G-017779,Pass,0,1,
G-017780,Pass,0,1,
G-017781,Pass,0,2,
G-017782,Fail,1,51,Edge chip
G-017783,Pass,0,1,
G-017784,Fail,1,50,Edge chip
G-017785,Pass,0,0,
G-017786,Pass,0,3,
G-017787,Fail,1,60,Incorrect dimensions
G-017788,Pass,0,3,
G-017789,Pass,0,2,
G-017790,Pass,0,3,
G-017791,Fail,1,55,Incorrect dimensions
G-017792,Pass,0,3,
G-017793,Fail,1,55,Edge chip
G-017794,Pass,0,3,
G-017795,Pass,0,3,
G-017796,Fail,1,41,Edge chip
G-017797,Fail,1,45,Incorrect dimensions
G-017798,Fail,1,26,Material Defect
G-017799,Pass,0,2,
G-017800,Fail,1,48,Edge chip
G-017801,Pass,0,0,
G-017802,Fail,1,57,Edge chip
G-017803,Pass,0,0,
G-017804,Pass,0,1,
G-017805,Pass,0,2,
G-017806,Pass,0,3,
G-017807,Pass,0,3,
G-017808,Fail,1,54,Edge chip
G-017809,Pass,0,1,
G-017810,Pass,0,1,
G-017811,Pass,0,3,
G-017812,Fail,1,56,Edge chip
G-017813,Pass,0,1,
G-017814,Pass,0,1,
G-017815,Pass,0,2,
G-017816,Pass,0,3,
G-017817,Pass,0,1,
G-017818,Pass,0,2,
G-017819,Fail,1,34,Design / Specification Issue
G-017820,Pass,0,0,
G-017821,Fail,1,28,Incorrect dimensions
G-017822,Pass,0,2,
G-017823,Pass,0,3,
G-017824,Pass,0,2,
G-017825,Fail,1,45,Material Defect
G-017826,Pass,0,0,
G-017827,Pass,0,2,
G-017828,Pass,0,3,
G-017829,Pass,0,2,
G-017830,Pass,0,2,
G-017831,Pass,0,0,
G-017832,Pass,0,2,
G-017833,Fail,1,24,Edge chip
G-017834,Pass,0,0,
G-017835,Pass,0,3,
G-017836,Pass,0,1,
G-017837,Pass,0,0,
G-017838,Pass,0,2,
G-017839,Pass,0,3,
G-017840,Fail,1,35,Incorrect dimensions
G-017841,Pass,0,0,
G-017842,Pass,0,1,
G-017843,Pass,0,2,
G-017844,Pass,0,3,
G-017845,Fail,1,51,Machine Malfunction
G-017846,Pass,0,0,
G-017847,Pass,0,3,
G-017848,Pass,0,0,
G-017849,Pass,0,3,
G-017850,Fail,1,27,Machine Malfunction
G-017851,Fail,1,50,Machine Malfunction
G-017852,Pass,0,1,
G-017853,Fail,1,38,Machine Malfunction
G-017854,Pass,0,0,
G-017855,Fail,1,38,Machine Malfunction
G-017856,Fail,1,54,Machine Malfunction
G-017857,Pass,0,0,
G-017858,Fail,1,36,Incorrect dimensions
G-017859,Fail,1,44,Incorrect dimensions
G-017860,Pass,0,3,
G-017861,Fail,1,58,Edge chip
G-017862,Pass,0,1,
G-017863,Fail,1,50,Edge chip
G-017864,Pass,0,1,
G-017865,Fail,1,45,Incorrect dimensions
G-017866,Fail,1,30,Edge chip
G-017867,Pass,0,2,
G-017868,Pass,0,1,
G-017869,Pass,0,2,
G-017870,Pass,0,2,
G-017871,Pass,0,2,
G-017872,Pass,0,0,
G-017873,Pass,0,3,
G-017874,Fail,1,41,Edge chip
G-017875,Pass,0,2,
G-017876,Pass,0,3,
G-017877,Fail,1,28,Edge chip
G-017878,Fail,1,30,Design / Specification Issue
G-017879,Pass,0,3,
G-017880,Pass,0,3,
G-017881,Pass,0,2,
G-017882,Pass,0,2,
G-017883,Pass,0,3,
G-017884,Fail,1,41,Machine Malfunction
G-017885,Pass,0,1,
G-017886,Pass,0,2,
G-017887,Fail,1,50,Incorrect dimensions
G-017888,Pass,0,0,
G-017889,Pass,0,2,
G-017890,Fail,1,28,Incorrect dimensions
G-017891,Fail,1,42,Edge chip
G-017892,Pass,0,2,
G-017893,Pass,0,0,
G-017894,Pass,0,1,
G-017895,Fail,1,39,Incorrect dimensions
G-017896,Pass,0,1,
G-017897,Fail,1,24,Incorrect dimensions
G-017898,Pass,0,1,
G-017899,Pass,0,1,
G-017900,Pass,0,1,
G-017901,Pass,0,1,
G-017902,Pass,0,1,
G-017903,Pass,0,3,
G-017904,Fail,1,31,Edge chip
G-017905,Fail,1,42,Edge chip
G-017906,Pass,0,3,
G-017907,Pass,0,3,
G-017908,Pass,0,1,
G-017909,Pass,0,2,
G-017910,Fail,1,58,Edge chip
G-017911,Pass,0,0,
G-017912,Pass,0,1,
G-017913,Pass,0,2,
G-017914,Pass,0,2,
G-017915,Fail,1,28,Incorrect dimensions
G-017916,Pass,0,3,
G-017917,Fail,1,25,Design / Specification Issue
G-017918,Pass,0,1,
G-017919,Pass,0,2,
G-017920,Fail,1,57,Design / Specification Issue
G-017921,Pass,0,0,
G-017922,Fail,1,52,Edge chip
G-017923,Fail,1,49,Edge chip
G-017924,Pass,0,1,
G-017925,Pass,0,0,
G-017926,Pass,0,1,
G-017927,Fail,1,53,Incorrect dimensions
G-017928,Pass,0,1,
G-017929,Pass,0,3,
G-017930,Fail,1,49,Incorrect dimensions
G-017931,Pass,0,1,
G-017932,Fail,1,32,Incorrect dimensions
G-017933,Pass,0,0,
G-017934,Pass,0,2,
G-017935,Pass,0,3,
G-017936,Pass,0,1,
G-017937,Pass,0,0,
G-017938,Pass,0,0,
G-017939,Pass,0,3,
G-017940,Pass,0,2,
G-017941,Fail,1,37,Material Defect
G-017942,Pass,0,3,
G-017943,Pass,0,2,
G-017944,Pass,0,1,
G-017945,Fail,1,51,Incorrect dimensions
G-017946,Fail,1,46,Incorrect dimensions
G-017947,Pass,0,0,
G-017948,Fail,1,33,Incorrect dimensions
G-017949,Pass,0,0,
G-017950,Pass,0,0,
G-017951,Pass,0,2,
G-017952,Pass,0,2,
G-017953,Pass,0,3,
G-017954,Pass,0,2,
G-017955,Pass,0,1,
G-017956,Pass,0,1,
G-017957,Fail,1,22,Design / Specification Issue
G-017958,Pass,0,2,
G-017959,Pass,0,1,
G-017960,Pass,0,3,
G-017961,Fail,1,21,Incorrect dimensions
G-017962,Pass,0,3,
G-017963,Pass,0,0,
G-017964,Pass,0,3,
G-017965,Pass,0,0,
G-017966,Pass,0,3,
G-017967,Pass,0,3,
G-017968,Fail,1,55,Machine Malfunction
G-017969,Pass,0,3,
G-017970,Pass,0,1,
G-017971,Fail,1,54,Material Defect
G-017972,Pass,0,1,
G-017973,Fail,1,42,Machine Malfunction
G-017974,Pass,0,3,
G-017975,Fail,1,32,Machine Malfunction
G-017976,Fail,1,42,Material Defect
G-017977,Fail,1,52,Edge chip
G-017978,Pass,0,0,
G-017979,Pass,0,0,
G-017980,Fail,1,50,Edge chip
G-017981,Pass,0,1,
G-017982,Pass,0,1,
G-017983,Fail,1,24,Incorrect dimensions
G-017984,Fail,1,46,Edge chip
G-017985,Pass,0,2,
G-017986,Fail,1,23,Edge chip
G-017987,Pass,0,2,
G-017988,Pass,0,0,
G-017989,Pass,0,3,
G-017990,Fail,1,37,Incorrect dimensions
G-017991,Pass,0,2,
G-017992,Pass,0,1,
G-017993,Fail,1,29,Incorrect dimensions
G-017994,Fail,1,21,Edge chip
G-017995,Fail,1,58,Incorrect dimensions
G-017996,Fail,1,30,Edge chip
G-017997,Fail,1,42,Edge chip
G-017998,Pass,0,0,
G-017999,Pass,0,3,
G-018000,Pass,0,2,
G-018001,Pass,0,0,
G-018002,Pass,0,1,
G-018003,Pass,0,3,
G-018004,Pass,0,0,
G-018005,Pass,0,2,
G-018006,Fail,1,45,Machine Malfunction
G-018007,Fail,1,48,Edge chip
G-018008,Pass,0,0,
G-018009,Pass,0,2,
G-018010,Pass,0,0,
G-018011,Fail,1,54,Edge chip
G-018012,Fail,1,20,Edge chip
G-018013,Pass,0,2,
G-018014,Pass,0,3,
G-018015,Fail,1,46,Edge chip
G-018016,Pass,0,1,
G-018017,Pass,0,1,
G-018018,Pass,0,0,
G-018019,Pass,0,2,
G-018020,Pass,0,0,
G-018021,Pass,0,3,
G-018022,Pass,0,0,
G-018023,Pass,0,1,
G-018024,Fail,1,32,Incorrect dimensions
G-018025,Pass,0,3,
G-018026,Pass,0,0,
G-018027,Fail,1,37,Edge chip
G-018028,Pass,0,3,
G-018029,Pass,0,3,
G-018030,Pass,0,3,
G-018031,Pass,0,0,
G-018032,Pass,0,0,
G-018033,Pass,0,1,
G-018034,Pass,0,1,
G-018035,Pass,0,3,
G-018036,Pass,0,0,
G-018037,Fail,1,41,Incorrect dimensions
G-018038,Pass,0,1,
G-018039,Pass,0,3,
G-018040,Fail,1,57,Edge chip
G-018041,Fail,1,26,Edge chip
G-018042,Pass,0,2,
G-018043,Fail,1,48,Edge chip
G-018044,Fail,1,39,Incorrect dimensions
G-018045,Fail,1,38,Incorrect dimensions
G-018046,Pass,0,2,
G-018047,Fail,1,57,Incorrect dimensions
G-018048,Pass,0,3,
G-018049,Pass,0,0,
G-018050,Pass,0,3,
G-018051,Fail,1,28,Edge chip
G-018052,Pass,0,1,
G-018053,Pass,0,0,
G-018054,Fail,1,46,Incorrect dimensions
G-018055,Fail,1,59,Incorrect dimensions
G-018056,Pass,0,1,
G-018057,Fail,1,38,Edge chip
G-018058,Fail,1,22,Incorrect dimensions
G-018059,Pass,0,0,
G-018060,Fail,1,27,Incorrect dimensions
G-018061,Pass,0,0,
G-018062,Pass,0,0,
G-018063,Pass,0,0,
G-018064,Pass,0,0,
G-018065,Pass,0,0,
G-018066,Pass,0,2,
G-018067,Pass,0,0,
G-018068,Pass,0,3,
G-018069,Pass,0,1,
G-018070,Pass,0,0,
G-018071,Fail,1,59,Incorrect dimensions
G-018072,Pass,0,0,
G-018073,Pass,0,0,
G-018074,Pass,0,2,
G-018075,Fail,1,59,Incorrect dimensions
G-018076,Fail,1,43,Edge chip
G-018077,Pass,0,1,
G-018078,Pass,0,0,
G-018079,Pass,0,2,
G-018080,Pass,0,1,
G-018081,Pass,0,2,
G-018082,Pass,0,3,
G-018083,Pass,0,3,
G-018084,Pass,0,3,
G-018085,Pass,0,0,
G-018086,Pass,0,2,
G-018087,Pass,0,3,
G-018088,Fail,1,25,Machine Malfunction
G-018089,Pass,0,1,
G-018090,Fail,1,48,Machine Malfunction
G-018091,Fail,1,46,Machine Malfunction
G-018092,Pass,0,0,
G-018093,Pass,0,3,
G-018094,Pass,0,2,
G-018095,Fail,1,22,Machine Malfunction
G-018096,Pass,0,2,
G-018097,Fail,1,60,Incorrect dimensions
G-018098,Pass,0,3,
G-018099,Pass,0,2,
G-018100,Pass,0,0,
G-018101,Pass,0,1,
G-018102,Pass,0,3,
G-018103,Pass,0,2,
G-018104,Pass,0,1,
G-018105,Pass,0,3,
G-018106,Pass,0,2,
G-018107,Fail,1,28,Contamination
G-018108,Pass,0,1,
G-018109,Pass,0,2,
G-018110,Pass,0,2,
G-018111,Pass,0,1,
G-018112,Pass,0,1,
G-018113,Pass,0,0,
G-018114,Pass,0,1,
G-018115,Pass,0,0,
G-018116,Fail,1,60,Incorrect dimensions
G-018117,Pass,0,3,
G-018118,Pass,0,0,
G-018119,Pass,0,0,
G-018120,Pass,0,3,
G-018121,Fail,1,29,Machine Malfunction
G-018122,Pass,0,0,
G-018123,Pass,0,3,
G-018124,Fail,1,49,Machine Malfunction
G-018125,Pass,0,0,
G-018126,Pass,0,1,
G-018127,Fail,1,36,Incorrect dimensions
G-018128,Pass,0,0,
G-018129,Pass,0,2,
G-018130,Pass,0,0,
G-018131,Fail,1,24,Incorrect dimensions
G-018132,Pass,0,3,
G-018133,Pass,0,2,
G-018134,Pass,0,1,
G-018135,Pass,0,1,
G-018136,Pass,0,1,
G-018137,Pass,0,1,
G-018138,Pass,0,2,
G-018139,Fail,1,42,Edge chip
G-018140,Pass,0,0,
G-018141,Pass,0,2,
G-018142,Pass,0,3,
G-018143,Pass,0,0,
G-018144,Fail,1,40,Incorrect dimensions
G-018145,Pass,0,1,
G-018146,Pass,0,1,
G-018147,Pass,0,1,
G-018148,Pass,0,3,
G-018149,Fail,1,39,Material Defect
G-018150,Pass,0,3,
G-018151,Fail,1,50,Incorrect dimensions
G-018152,Pass,0,1,
G-018153,Pass,0,2,
G-018154,Pass,0,3,
G-018155,Pass,0,2,
G-018156,Fail,1,37,Edge chip
G-018157,Fail,1,60,Incorrect dimensions
G-018158,Pass,0,3,
G-018159,Pass,0,2,
G-018160,Fail,1,24,Incorrect dimensions
G-018161,Fail,1,36,Incorrect dimensions
G-018162,Pass,0,2,
G-018163,Fail,1,29,Incorrect dimensions
G-018164,Pass,0,3,
G-018165,Pass,0,3,
G-018166,Pass,0,1,
G-018167,Pass,0,2,
G-018168,Pass,0,3,
G-018169,Pass,0,2,
G-018170,Pass,0,3,
G-018171,Pass,0,1,
G-018172,Fail,1,20,Edge chip
G-018173,Fail,1,47,Design / Specification Issue
G-018174,Pass,0,1,
G-018175,Pass,0,1,
G-018176,Pass,0,0,
G-018177,Fail,1,45,Edge chip
G-018178,Pass,0,0,
G-018179,Pass,0,0,
G-018180,Pass,0,1,
G-018181,Pass,0,1,
G-018182,Pass,0,1,
G-018183,Fail,1,20,Incorrect dimensions
G-018184,Pass,0,2,
G-018185,Pass,0,2,
G-018186,Fail,1,39,Incorrect dimensions
G-018187,Pass,0,2,
G-018188,Pass,0,3,
G-018189,Pass,0,3,
G-018190,Fail,1,29,Incorrect dimensions
G-018191,Fail,1,29,Design / Specification Issue
G-018192,Fail,1,20,Incorrect dimensions
G-018193,Pass,0,3,
G-018194,Pass,0,1,
G-018195,Fail,1,29,Incorrect dimensions
G-018196,Fail,1,20,Material Defect
G-018197,Pass,0,3,
G-018198,Pass,0,0,
G-018199,Fail,1,32,Incorrect dimensions
G-018200,Pass,0,1,
G-018201,Pass,0,3,
G-018202,Pass,0,0,
G-018203,Pass,0,0,
G-018204,Pass,0,0,
G-018205,Pass,0,3,
G-018206,Fail,1,58,Machine Malfunction
G-018207,Pass,0,2,
G-018208,Fail,1,36,Machine Malfunction
G-018209,Fail,1,43,Machine Malfunction
G-018210,Pass,0,1,
G-018211,Fail,1,39,Machine Malfunction
G-018212,Pass,0,3,
G-018213,Pass,0,0,
G-018214,Pass,0,3,
G-018215,Pass,0,3,
G-018216,Pass,0,1,
G-018217,Pass,0,2,
G-018218,Fail,1,60,Incorrect dimensions
G-018219,Fail,1,38,Incorrect dimensions
G-018220,Pass,0,2,
G-018221,Pass,0,1,
G-018222,Fail,1,35,Edge chip
G-018223,Pass,0,3,
G-018224,Fail,1,32,Edge chip
G-018225,Pass,0,0,
G-018226,Pass,0,2,
G-018227,Pass,0,2,
G-018228,Pass,0,1,
G-018229,Pass,0,1,
G-018230,Pass,0,2,
G-018231,Pass,0,2,
G-018232,Fail,1,34,Incorrect dimensions
